ch1_delta_power,ch1_theta_power,ch1_alpha_power,ch1_beta_power,ch1_gamma_power,ch2_delta_power,ch2_theta_power,ch2_alpha_power,ch2_beta_power,ch2_gamma_power,ch3_delta_power,ch3_theta_power,ch3_alpha_power,ch3_beta_power,ch3_gamma_power,ch4_delta_power,ch4_theta_power,ch4_alpha_power,ch4_beta_power,ch4_gamma_power,ch5_delta_power,ch5_theta_power,ch5_alpha_power,ch5_beta_power,ch5_gamma_power,ch6_delta_power,ch6_theta_power,ch6_alpha_power,ch6_beta_power,ch6_gamma_power,Online_id,Dream_emotion,Video_type
-10.825050458738923,-11.243928897080883,-11.61275507450889,-12.384215952078186,-12.928804533814613,-10.778166836872128,-11.24099571338932,-11.60580483860311,-12.396660495702868,-12.927529044846219,-11.30649200930836,-11.827065850707386,-12.006665194260206,-12.718901294432332,-13.148544998402373,-11.271822030244318,-11.84724460734793,-12.067834099856457,-12.71699229146281,-13.209797186969622,-11.490331936470325,-11.953406107440975,-12.127277999404193,-12.817415688748751,-13.278663447521355,-11.429202504580287,-11.941502748660834,-12.18543542343584,-12.7966258101085,-13.269318370075647,S0171,calm,Neutral
-10.825050458738923,-11.243928897080883,-11.61275507450889,-12.384215952078186,-12.928804533814613,-10.778166836872128,-11.24099571338932,-11.60580483860311,-12.396660495702868,-12.927529044846219,-11.30649200930836,-11.827065850707386,-12.006665194260206,-12.718901294432332,-13.148544998402373,-11.271822030244318,-11.84724460734793,-12.067834099856457,-12.71699229146281,-13.209797186969622,-11.490331936470325,-11.953406107440975,-12.127277999404193,-12.817415688748751,-13.278663447521355,-11.429202504580287,-11.941502748660834,-12.18543542343584,-12.7966258101085,-13.269318370075647,S0171,calm,Neutral
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively happy,Negative
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively happy,Neutral
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively happy,Negative
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively happy,Neutral
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,calm,Negative
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,calm,Neutral
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively happy,Negative
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively happy,Neutral
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,calm,Negative
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,calm,Neutral
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively happy,Negative
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively happy,Neutral
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively unhappy,Negative
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively unhappy,Neutral
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,calm,Negative
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,calm,Neutral
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,calm,Negative
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,calm,Neutral
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively happy,Negative
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively happy,Neutral
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively happy,Negative
-10.93132735139951,-11.28390210867043,-11.983300559650122,-12.350055529218274,-12.970712604821992,-10.931009305033871,-11.322657130657205,-11.99148389201652,-12.33193380794152,-13.01651387270493,-11.355744072558018,-11.921409857469953,-12.428570055174067,-12.723668418869403,-13.0807010761432,-11.304546616861998,-11.864856707603114,-12.349393976213443,-12.634230521850261,-13.159861430686993,-11.499700885104799,-12.000877309975774,-12.459239664038012,-12.71373365427502,-13.16444990273501,-11.491318809025218,-12.002912659994832,-12.430191326012116,-12.762842430881069,-13.356121223205902,S0211,relatively happy,Neutral
-11.081637306316443,-11.554354258878945,-12.236591244558738,-12.646429982467875,-13.080519223538479,-11.049374556005441,-11.52560682780556,-12.236455661962534,-12.697246930761914,-13.201006424758694,-11.716186524686613,-12.24290080209817,-12.712143179412797,-13.03630339054872,-13.403210270088454,-11.608138742544124,-12.15407318310969,-12.673582976383347,-13.083071016339812,-13.574263075893406,-11.738662369607107,-12.202109947639999,-12.644846226703969,-12.852598309681365,-13.160008736984688,-11.610580639750001,-12.089627044078256,-12.543065937408116,-12.810031798244509,-13.12246714531537,S0153,relatively unhappy,Positive
-11.081637306316443,-11.554354258878945,-12.236591244558738,-12.646429982467875,-13.080519223538479,-11.049374556005441,-11.52560682780556,-12.236455661962534,-12.697246930761914,-13.201006424758694,-11.716186524686613,-12.24290080209817,-12.712143179412797,-13.03630339054872,-13.403210270088454,-11.608138742544124,-12.15407318310969,-12.673582976383347,-13.083071016339812,-13.574263075893406,-11.738662369607107,-12.202109947639999,-12.644846226703969,-12.852598309681365,-13.160008736984688,-11.610580639750001,-12.089627044078256,-12.543065937408116,-12.810031798244509,-13.12246714531537,S0153,calm,Positive
-11.081637306316443,-11.554354258878945,-12.236591244558738,-12.646429982467875,-13.080519223538479,-11.049374556005441,-11.52560682780556,-12.236455661962534,-12.697246930761914,-13.201006424758694,-11.716186524686613,-12.24290080209817,-12.712143179412797,-13.03630339054872,-13.403210270088454,-11.608138742544124,-12.15407318310969,-12.673582976383347,-13.083071016339812,-13.574263075893406,-11.738662369607107,-12.202109947639999,-12.644846226703969,-12.852598309681365,-13.160008736984688,-11.610580639750001,-12.089627044078256,-12.543065937408116,-12.810031798244509,-13.12246714531537,S0153,relatively happy,Positive
-11.081637306316443,-11.554354258878945,-12.236591244558738,-12.646429982467875,-13.080519223538479,-11.049374556005441,-11.52560682780556,-12.236455661962534,-12.697246930761914,-13.201006424758694,-11.716186524686613,-12.24290080209817,-12.712143179412797,-13.03630339054872,-13.403210270088454,-11.608138742544124,-12.15407318310969,-12.673582976383347,-13.083071016339812,-13.574263075893406,-11.738662369607107,-12.202109947639999,-12.644846226703969,-12.852598309681365,-13.160008736984688,-11.610580639750001,-12.089627044078256,-12.543065937408116,-12.810031798244509,-13.12246714531537,S0153,relatively happy,Positive
-11.081637306316443,-11.554354258878945,-12.236591244558738,-12.646429982467875,-13.080519223538479,-11.049374556005441,-11.52560682780556,-12.236455661962534,-12.697246930761914,-13.201006424758694,-11.716186524686613,-12.24290080209817,-12.712143179412797,-13.03630339054872,-13.403210270088454,-11.608138742544124,-12.15407318310969,-12.673582976383347,-13.083071016339812,-13.574263075893406,-11.738662369607107,-12.202109947639999,-12.644846226703969,-12.852598309681365,-13.160008736984688,-11.610580639750001,-12.089627044078256,-12.543065937408116,-12.810031798244509,-13.12246714531537,S0153,relatively happy,Positive
-11.081637306316443,-11.554354258878945,-12.236591244558738,-12.646429982467875,-13.080519223538479,-11.049374556005441,-11.52560682780556,-12.236455661962534,-12.697246930761914,-13.201006424758694,-11.716186524686613,-12.24290080209817,-12.712143179412797,-13.03630339054872,-13.403210270088454,-11.608138742544124,-12.15407318310969,-12.673582976383347,-13.083071016339812,-13.574263075893406,-11.738662369607107,-12.202109947639999,-12.644846226703969,-12.852598309681365,-13.160008736984688,-11.610580639750001,-12.089627044078256,-12.543065937408116,-12.810031798244509,-13.12246714531537,S0153,relatively happy,Positive
-11.081637306316443,-11.554354258878945,-12.236591244558738,-12.646429982467875,-13.080519223538479,-11.049374556005441,-11.52560682780556,-12.236455661962534,-12.697246930761914,-13.201006424758694,-11.716186524686613,-12.24290080209817,-12.712143179412797,-13.03630339054872,-13.403210270088454,-11.608138742544124,-12.15407318310969,-12.673582976383347,-13.083071016339812,-13.574263075893406,-11.738662369607107,-12.202109947639999,-12.644846226703969,-12.852598309681365,-13.160008736984688,-11.610580639750001,-12.089627044078256,-12.543065937408116,-12.810031798244509,-13.12246714531537,S0153,calm,Positive
-11.081637306316443,-11.554354258878945,-12.236591244558738,-12.646429982467875,-13.080519223538479,-11.049374556005441,-11.52560682780556,-12.236455661962534,-12.697246930761914,-13.201006424758694,-11.716186524686613,-12.24290080209817,-12.712143179412797,-13.03630339054872,-13.403210270088454,-11.608138742544124,-12.15407318310969,-12.673582976383347,-13.083071016339812,-13.574263075893406,-11.738662369607107,-12.202109947639999,-12.644846226703969,-12.852598309681365,-13.160008736984688,-11.610580639750001,-12.089627044078256,-12.543065937408116,-12.810031798244509,-13.12246714531537,S0153,relatively happy,Positive
-11.081637306316443,-11.554354258878945,-12.236591244558738,-12.646429982467875,-13.080519223538479,-11.049374556005441,-11.52560682780556,-12.236455661962534,-12.697246930761914,-13.201006424758694,-11.716186524686613,-12.24290080209817,-12.712143179412797,-13.03630339054872,-13.403210270088454,-11.608138742544124,-12.15407318310969,-12.673582976383347,-13.083071016339812,-13.574263075893406,-11.738662369607107,-12.202109947639999,-12.644846226703969,-12.852598309681365,-13.160008736984688,-11.610580639750001,-12.089627044078256,-12.543065937408116,-12.810031798244509,-13.12246714531537,S0153,relatively happy,Positive
-11.081637306316443,-11.554354258878945,-12.236591244558738,-12.646429982467875,-13.080519223538479,-11.049374556005441,-11.52560682780556,-12.236455661962534,-12.697246930761914,-13.201006424758694,-11.716186524686613,-12.24290080209817,-12.712143179412797,-13.03630339054872,-13.403210270088454,-11.608138742544124,-12.15407318310969,-12.673582976383347,-13.083071016339812,-13.574263075893406,-11.738662369607107,-12.202109947639999,-12.644846226703969,-12.852598309681365,-13.160008736984688,-11.610580639750001,-12.089627044078256,-12.543065937408116,-12.810031798244509,-13.12246714531537,S0153,relatively happy,Positive
-11.081637306316443,-11.554354258878945,-12.236591244558738,-12.646429982467875,-13.080519223538479,-11.049374556005441,-11.52560682780556,-12.236455661962534,-12.697246930761914,-13.201006424758694,-11.716186524686613,-12.24290080209817,-12.712143179412797,-13.03630339054872,-13.403210270088454,-11.608138742544124,-12.15407318310969,-12.673582976383347,-13.083071016339812,-13.574263075893406,-11.738662369607107,-12.202109947639999,-12.644846226703969,-12.852598309681365,-13.160008736984688,-11.610580639750001,-12.089627044078256,-12.543065937408116,-12.810031798244509,-13.12246714531537,S0153,calm,Positive
-10.944914250084954,-11.400491633388219,-11.732673679511956,-12.593577704878124,-13.13238658336411,-11.02587935149001,-11.36439819091656,-11.676326691953221,-12.567015096499963,-13.171220023525168,-11.166289715961204,-11.782806203275218,-12.114084059998806,-12.768767715624394,-13.172034847514068,-11.026423778654117,-11.738214319173972,-12.037670968926712,-12.732825240901924,-13.187182938227577,-11.29837343614506,-11.853704625116887,-12.148167837732556,-12.824613155405554,-13.288561616584582,-11.277594300266248,-11.797239057816707,-12.061641854737996,-12.783254619049298,-13.219367314405552,S0162,extremely happy,Positive
-10.944914250084954,-11.400491633388219,-11.732673679511956,-12.593577704878124,-13.13238658336411,-11.02587935149001,-11.36439819091656,-11.676326691953221,-12.567015096499963,-13.171220023525168,-11.166289715961204,-11.782806203275218,-12.114084059998806,-12.768767715624394,-13.172034847514068,-11.026423778654117,-11.738214319173972,-12.037670968926712,-12.732825240901924,-13.187182938227577,-11.29837343614506,-11.853704625116887,-12.148167837732556,-12.824613155405554,-13.288561616584582,-11.277594300266248,-11.797239057816707,-12.061641854737996,-12.783254619049298,-13.219367314405552,S0162,calm,Positive
-10.944914250084954,-11.400491633388219,-11.732673679511956,-12.593577704878124,-13.13238658336411,-11.02587935149001,-11.36439819091656,-11.676326691953221,-12.567015096499963,-13.171220023525168,-11.166289715961204,-11.782806203275218,-12.114084059998806,-12.768767715624394,-13.172034847514068,-11.026423778654117,-11.738214319173972,-12.037670968926712,-12.732825240901924,-13.187182938227577,-11.29837343614506,-11.853704625116887,-12.148167837732556,-12.824613155405554,-13.288561616584582,-11.277594300266248,-11.797239057816707,-12.061641854737996,-12.783254619049298,-13.219367314405552,S0162,calm,Positive
-10.944914250084954,-11.400491633388219,-11.732673679511956,-12.593577704878124,-13.13238658336411,-11.02587935149001,-11.36439819091656,-11.676326691953221,-12.567015096499963,-13.171220023525168,-11.166289715961204,-11.782806203275218,-12.114084059998806,-12.768767715624394,-13.172034847514068,-11.026423778654117,-11.738214319173972,-12.037670968926712,-12.732825240901924,-13.187182938227577,-11.29837343614506,-11.853704625116887,-12.148167837732556,-12.824613155405554,-13.288561616584582,-11.277594300266248,-11.797239057816707,-12.061641854737996,-12.783254619049298,-13.219367314405552,S0162,calm,Positive
-10.944914250084954,-11.400491633388219,-11.732673679511956,-12.593577704878124,-13.13238658336411,-11.02587935149001,-11.36439819091656,-11.676326691953221,-12.567015096499963,-13.171220023525168,-11.166289715961204,-11.782806203275218,-12.114084059998806,-12.768767715624394,-13.172034847514068,-11.026423778654117,-11.738214319173972,-12.037670968926712,-12.732825240901924,-13.187182938227577,-11.29837343614506,-11.853704625116887,-12.148167837732556,-12.824613155405554,-13.288561616584582,-11.277594300266248,-11.797239057816707,-12.061641854737996,-12.783254619049298,-13.219367314405552,S0162,calm,Positive
-10.944914250084954,-11.400491633388219,-11.732673679511956,-12.593577704878124,-13.13238658336411,-11.02587935149001,-11.36439819091656,-11.676326691953221,-12.567015096499963,-13.171220023525168,-11.166289715961204,-11.782806203275218,-12.114084059998806,-12.768767715624394,-13.172034847514068,-11.026423778654117,-11.738214319173972,-12.037670968926712,-12.732825240901924,-13.187182938227577,-11.29837343614506,-11.853704625116887,-12.148167837732556,-12.824613155405554,-13.288561616584582,-11.277594300266248,-11.797239057816707,-12.061641854737996,-12.783254619049298,-13.219367314405552,S0162,calm,Positive
-10.944914250084954,-11.400491633388219,-11.732673679511956,-12.593577704878124,-13.13238658336411,-11.02587935149001,-11.36439819091656,-11.676326691953221,-12.567015096499963,-13.171220023525168,-11.166289715961204,-11.782806203275218,-12.114084059998806,-12.768767715624394,-13.172034847514068,-11.026423778654117,-11.738214319173972,-12.037670968926712,-12.732825240901924,-13.187182938227577,-11.29837343614506,-11.853704625116887,-12.148167837732556,-12.824613155405554,-13.288561616584582,-11.277594300266248,-11.797239057816707,-12.061641854737996,-12.783254619049298,-13.219367314405552,S0162,calm,Positive
-10.944914250084954,-11.400491633388219,-11.732673679511956,-12.593577704878124,-13.13238658336411,-11.02587935149001,-11.36439819091656,-11.676326691953221,-12.567015096499963,-13.171220023525168,-11.166289715961204,-11.782806203275218,-12.114084059998806,-12.768767715624394,-13.172034847514068,-11.026423778654117,-11.738214319173972,-12.037670968926712,-12.732825240901924,-13.187182938227577,-11.29837343614506,-11.853704625116887,-12.148167837732556,-12.824613155405554,-13.288561616584582,-11.277594300266248,-11.797239057816707,-12.061641854737996,-12.783254619049298,-13.219367314405552,S0162,calm,Positive
-10.767603565664762,-11.250430300033093,-11.854883787504836,-12.267945962612485,-13.104285124411417,-10.89457585931656,-11.259311648033226,-11.829985200186655,-12.271142301605186,-13.065840314764179,-11.384519539329482,-11.713711296652633,-12.217911007055799,-12.588479489775619,-13.141432721241774,-11.405218434583707,-11.814602338971671,-12.182527844038223,-12.601378931298315,-13.193472961566087,-11.421892521307798,-11.708227374187919,-12.190457065661343,-12.631824232163916,-13.160240130005098,-11.46300431034831,-11.834226636894254,-12.20915072714702,-12.619837638042398,-13.258370468319201,S0231,calm,Neutral
-10.767603565664762,-11.250430300033093,-11.854883787504836,-12.267945962612485,-13.104285124411417,-10.89457585931656,-11.259311648033226,-11.829985200186655,-12.271142301605186,-13.065840314764179,-11.384519539329482,-11.713711296652633,-12.217911007055799,-12.588479489775619,-13.141432721241774,-11.405218434583707,-11.814602338971671,-12.182527844038223,-12.601378931298315,-13.193472961566087,-11.421892521307798,-11.708227374187919,-12.190457065661343,-12.631824232163916,-13.160240130005098,-11.46300431034831,-11.834226636894254,-12.20915072714702,-12.619837638042398,-13.258370468319201,S0231,relatively unhappy,Neutral
-10.767603565664762,-11.250430300033093,-11.854883787504836,-12.267945962612485,-13.104285124411417,-10.89457585931656,-11.259311648033226,-11.829985200186655,-12.271142301605186,-13.065840314764179,-11.384519539329482,-11.713711296652633,-12.217911007055799,-12.588479489775619,-13.141432721241774,-11.405218434583707,-11.814602338971671,-12.182527844038223,-12.601378931298315,-13.193472961566087,-11.421892521307798,-11.708227374187919,-12.190457065661343,-12.631824232163916,-13.160240130005098,-11.46300431034831,-11.834226636894254,-12.20915072714702,-12.619837638042398,-13.258370468319201,S0231,calm,Neutral
-10.767603565664762,-11.250430300033093,-11.854883787504836,-12.267945962612485,-13.104285124411417,-10.89457585931656,-11.259311648033226,-11.829985200186655,-12.271142301605186,-13.065840314764179,-11.384519539329482,-11.713711296652633,-12.217911007055799,-12.588479489775619,-13.141432721241774,-11.405218434583707,-11.814602338971671,-12.182527844038223,-12.601378931298315,-13.193472961566087,-11.421892521307798,-11.708227374187919,-12.190457065661343,-12.631824232163916,-13.160240130005098,-11.46300431034831,-11.834226636894254,-12.20915072714702,-12.619837638042398,-13.258370468319201,S0231,calm,Neutral
-10.767603565664762,-11.250430300033093,-11.854883787504836,-12.267945962612485,-13.104285124411417,-10.89457585931656,-11.259311648033226,-11.829985200186655,-12.271142301605186,-13.065840314764179,-11.384519539329482,-11.713711296652633,-12.217911007055799,-12.588479489775619,-13.141432721241774,-11.405218434583707,-11.814602338971671,-12.182527844038223,-12.601378931298315,-13.193472961566087,-11.421892521307798,-11.708227374187919,-12.190457065661343,-12.631824232163916,-13.160240130005098,-11.46300431034831,-11.834226636894254,-12.20915072714702,-12.619837638042398,-13.258370468319201,S0231,relatively happy,Neutral
